COD_ART,DESCRIPCION,EAN13
8060,PORTA CEPILLO LINEA 8000,7798160581820
7005,SET 5 PIEZAS LINEA 7000,7798160581615
7006,SET DE 6 PIEZAS LINEA 7000,7798160581622
7010,TOALLERO BARRAL LINEA 7000,7798160581639
7020,TOALLERO DE ARO LINEA 7000,7798160581646
7030,PERCHA LINEA 7000,7798160581653
7040,PORTA ROLLO LINEA 7000,7798160581660
7050,JABONERA LINEA 7000,7798160581677
7060,PORTA CEPILLO LINEA 7000,7798160581684
U777,CAMPANA MARBELLA,7798115113533
61-130A,LAVATORIO MONOCOMANDO ALTO BILBAO,7798160581585
70-130A,BIDE MONOCOMANDO C/ TRANSF BILBAO,7798160581592
83-130A,DUCHA EXT. C/TRANSF. MONOCOMANDO BILBAO,7798160581608
50-131,MESADA P.FUNDIDO CR C.CERAM ARES NEW,7798160581417
51-031,COCINA MESADA BL/CR ARES NEW,7798160581332
53-031,COCINA PARED EXT. P.ALTO BL/CR ARES NEW,7798160581349
54-031,COCINA PARED EXT P.BAJO LARGO BL/CR ARES NEW,7798160581356
55-031,COCINA PARED EMB. P.ALTO BL/CR ARES NEW,7798160581363
58-131,JGO. PARED EXT.CR P.FUNDIDO C.CERAM ARES NEW,7798160581424
60-031,LAVATORIO BL/CR ARES NEW,7798160581370
70-031,BIDE BL/CR ARES NEW,7798160581387
80-031,DUCHA EMB. C/TRANSF. BL/CR ARES NEW,7798160581394
81-031,DUCHA EMB. S/TRANSF. BL/CR ARES NEW,7798160581400
50-032,MESADA PICO FUNDIDO CR RENACER PLUS,7798160581448
55-032,COCINA P/PARED EMB P.ALTO RENACER PLUS,7798160581455
60-032,LAVATORIO RENACER PLUS,7798160581462
70-032,BIDE RENACER PLUS,7798160581479
80-032,DUCHA EMB C/TRANSF. RENACER PLUS,7798160581486
81-032,DUCHA EMB. S/TRANSF. RENACER PLUS,7798160581493
83-032,DUCHA EXT C/TRANSF. RENACER PLUS,7798160581509
21-132,MONOCOMANDO DUO COCINA CROMO RENACER PLUS,7798160581431
51-033,MESADA P.CAÐO CR SEVILLA NEW,7798160581523
60-033,LAVATORIO CR SEVILLA NEW,7798160581530
70-033,BIDE CR SEVILLA NEW,7798160581547
80-033,DUCHA EMB. C/TRANSF. CR SEVILLA NEW,7798160581554
81-033,DUCHA EMB. S/TRANSF. CR SEVILLA NEW,7798160581561
20-132,MONOCOMANDO MESADA CROMO RENACER PLUS,7798160581516
50-123,MESADA P.FUNDIDO CR C.CERAM ARES PLUS,7798160581318
58-123,JGO. PARED EXT.CR P.FUNDIDO C.CERAM ARES PLUS,7798160581325
60-128,LAVATORIO A SOPAPA CR FLUSH NEW,7798160581288
70-128,BIDE A SOPAPA CR FLUSH NEW,7798160581295
83-128,DUCHA EXT. C/TRANSF. CR FLUSH NEW,7798160581301
50-026,JGO.MDA.P.FUNDIDO MURCIA PLUS,7798160581219
50-027,JGO.MDA.P.FUNDIDO PERLADO MURCIA PLUS,7798160581264
58-026,JGO. PARED EXT. CR MURCIA PLUS,7798160581226
58-027,JGO. PARED EXT. PERLADO MURCIA PLUS,7798160581271
60-026,LAVATORIO CROMO MURCIA PLUS,7798160581189
60-027,LAVATORIO PERLADO MURCIA PLUS,7798160581233
70-026,BIDE CROMO MURCIA PLUS,7798160581196
70-027,BIDE PERLADO MURCIA PLUS,7798160581240
80-026,DUCHA EMB.C/TRANSF. CR MURCIA PLUS,7798160581202
80-027,DUCHA EMB. C/TRANSF. PERLADO MURCIA PLUS,7798160581257
51-025,MESADA P.CAÑO BL BASICA PLUS,7798160581172
60-025,LAVATORIO BLANCO BASICA PLUS,7798160581134
70-025,BIDE BLANCO BASICA PLUS,7798160581141
80-025,DUCHA EMB.C/TRANSF.BL BASICA PLUS,7798160581158
90-025,PACK GRIF BL BASICA PLUS (Lavatorio-Bide-Ducha c/t,7798160581165
U778C,CAMPANA VALENCIA,7798160582650
51-024,MESADA P.CAÑO CR SEVILLA PLUS,7798160581127
60-024,LAVATORIO CR SEVILLA PLUS,7798160581080
70-024,BIDE CR SEVILLA PLUS,7798160581097
80-024,DUCHA EMB. C/TRANSF. CR SEVILLA PLUS,7798160581103
81-024,DUCHA EMB. S/TRANSF. CR SEVILLA PLUS,7798160581110
901,PACK GRIF. BASICA BL (Lavatorio-Bide-Ducha c/t),7798160581073
985/C,JGO PARED EXT CR C.CERAM.P.FUNDIDO MURCIA,7798160580984
51-023,COCINA MESADA BL/CR ARES PLUS,7798160580908
53-023,COCINA PARED EXT. P.ALTO BL/CR ARES PLUS,7798160580915
54-023,COCINA PARED EXT P.BAJO LARGO BL/CR ARES PLUS,7798160580922
55-023,COCINA PARED EMB. P.ALTO BL/CR ARES PLUS,7798160580939
60-023,LAVATORIO BL/CR ARES PLUS,7798160580946
70-023,BIDE BL/CR ARES PLUS,7798160580953
80-023,DUCHA EMB. C/TRANSF. BL/CR ARES PLUS,7798160580960
81-023,DUCHA EMB. S/TRANSF. BL/CR ARES PLUS,7798160580977
A879,VOLANTE COMPLETO VALENCIA,7798160580861
A867,VOLANTE COMPLETO OVIEDO,7798160580847
A880,no usar pasa a A967 CAMPANA VALENCIA,7798160580878
A870,KIT REPUESTOS,7798115116121
83-107,DUCHA EXT. C/TRANSF. CR C.CERAM BEDIA,7798160580793
U696,TAPA VOLANTE LORCA-DIQUE-VERIN,7798160580823
20-121,COCINA MSDA MONOC.P. REDONDO MARBELLA,7798160580717
30-121,COCINA MSDA MONOC.P. CUADRADO MARBELLA,7798160580724
60-121,LAVATORIO C.CERAM CR MARBELLA,7798160580663
62-121,LAVATORIO PARED CR C. CERAM  MARBELLA,7798160580700
70-121,BIDE C.CERAM CR MARBELLA,7798160580670
80-121,DUCHA EMB. C/TRANSF. CR C.C. MARBELLA,7798160580687
83-121,DUCHA EXT. C/TRANSF. CR C.CERAM MARBELLA,7798160580694
60-122,LAVATORIO C.CERAM CR VALENCIA,7798160580731
62-122,LAVATORIO PARED C.CERAM CR VALENCIA,7798160580786
70-122,BIDE C.CERAM CR VALENCIA,7798160580748
80-122,DUCHA EMB.C/TRANSF. C.CERAM CR VALENCIA,7798160580755
83-122,DUCHA EXT. C/TRANSF. C.CERAM CR VALENCIA,7798160580762
31-001N,"CANILLA DE PARED P.ALTO ""CROMO Y""",7798160581998
32-001N,"CANILLA DE PARED P.BAJO ""CROMO Y""",7798160582001
33-001N,"CANILLA MESADA ""CROMO Y""",7798160582018
40-001N,"COCINA PARED EMBUTIR P/LAVARROPA ""CROMO Y""",7798160581936
51-001N,"COCINA MESADA ""CROMO Y""",7798160581943
53-001N,"COCINA PARED EXTERIOR PICO ALTO ""CROMO Y""",7798160581950
54-001N,"COCINA PARED EXTERIOR PICO BAJO ""CROMO Y""",7798160581967
55-001N,"COCINA PARED EMBUTIR PICO ALTO ""CROMO Y""",7798160581974
56-001N,"COCINA PARED EMBUTIR PICO BAJO ""CROMO Y""",7798160581981
70-001N,"BIDE ""CROMO Y""",7798160581899
80-001N,"DUCHA EMB. C/TRANSF. ""CROMO Y""",7798160581882
81-001N,"DUCHA EMB. S/TRANSF. ""CROMO Y""",7798160581905
82-001N,"DUCHA EXT. S/TRANSF. ""CROMO Y""",7798160581912
83-001N,"DUCHA EXT. C/TRANSF. ""CROMO Y""",7798160581929
60-001N,"LAVATORIO ""CROMO Y""",7798160581875
A859,CAMPANA RODA / RODA LEVER,7798160582667
31-012,CANILLA PARED P. ALTO BL/CR SEVILLA,7798160580342
31-013,CANILLA PARED P.ALTO CR SEVILLA,7798160580502
32-012,CANILLA PARED P. BAJO BL/CR SEVILLA,7798160580359
32-013,CANILLA PARED P.BAJO CR SEVILLA,7798160580519
33-012,CANILLA MESADA BL/CR SEVILLA,7798160580366
33-013,CANILLA MESADA CR SEVILLA,7798160580526
40-012,JGO. P/LAVARROPA BL/CR SEVILLA,7798160580373
40-013,JGO. P/LAVARROPA CR SEVILLA,7798160580533
51-012,COCINA MESADA BL/CR SEVILLA,7798160580380
51-013,COCINA MESADA CR SEVILLA,7798160580540
53-012,COCINA PARED EXT. P.ALTO BL/CR SEVILLA,7798160580397
53-013,COCINA PARED EXT. P.ALTO CR SEVILLA,7798160580557
54-012,COCINA PARED EXT. P.BAJO BL/CR SEVILLA,7798160580403
54-013,COCINA PARED EXT. P.BAJO CR SEVILLA,7798160580564
55-012,COCINA PARED EMB. P.ALTO BL/CR SEVILLA,7798160580410
55-013,COCINA PARED EMB. P.ALTO CR SEVILLA,7798160580571
56-012,COCINA PARED EM. P.BAJO BL/CR SEVILLA,7798160580427
56-013,COCINA PARED EMB. CR SEVILLA,7798160580588
60-012,LAVATORIO BL/CR SEVILLA,7798160580441
60-013,LAVATORIO CR SEVILLA,7798160580601
70-012,BIDE BL/CR SEVILLA,7798160580458
70-013,BIDE CR SEVILLA,7798160580618
80-012,DUCHA EMB. C/TRANSF. BL/CR SEVILLA,7798160580465
80-013,DUCHA EMB. C/TRANSF. CR SEVILLA,7798160580625
81-012,DUCHA EMB. S/TRANSF. BL/CR SEVILLA,7798160580472
81-013,DUCHA EMB. S/TRANSF. CR SEVILLA,7798160580632
83-012,DUCHA EXT. C/TRANSF. BL/CR SEVILLA,7798160580489
83-013,DUCHA EXT. C/TRANSF. CR SEVILLA,7798160580649
90-012,PACK GRIF.BL/CR SEVILLA (Lavatorio-Bide-Ducha c/t),7798160580496
90-013,PACK GRIF.CR SEVILLA (Lavatorio-Bide-Ducha c/t),7798160580656
38-012,LLAVE DE PASO 1/2 BL/CR SEVILLA,7798160580434
38-013,LLAVE DE PASO 1/2 CR SEVILLA,7798160580595
83-112,DUCHA EXT. C/TRANSF. CR MONOC SEVILLA,7798077387294
60-107N,LAVATORIO CR C.CERAM BEDIA,7798160582032
38-018,"LLAVE DE PASO 1/2"" CR RODA",7798160580328
38-019,"LLAVE DE PASO 1/2"" CR RODA LEVER",7798160580335
51-118,JGO. MESADA P/COCINA RODA,7798160580304
51-119,JGO. MESADA P/COCINA RODA LEVER,7798160580311
870,MONOCOMANDO COCINA PARED EXTERIOR VERIN,7798160580298
3070,JABONERA PARA BAÑERA LINEA 3000,7798160583046
83-118,DUCHA EXT. C/TRANSF. C.CERAM CR RODA,7798160580274
83-119,DUCHA EXT. C/TRANSF. C.CERAM CR RODA LEVER,7798160580281
81-118,DUCHA EMB.S/TANSF.CR C.CERAM RODA,7798160580250
81-119,DUCHA EMB.S/TANSF.CR C.CERAM RODA LEVER,7798160580267
60-130,LAVATORIO MONOCOMANDO BAJO BILBAO,7798160581578
61-130,LAVATORIO MONOCOMANDO ALTO BILBAO,7798160581585
70-130,BIDE MONOCOMANDO C/ TRANSF BILBAO,7798160580229
83-130,DUCHA EXT. C/TRANSF. MONOCOMANDO BILBAO,7798160580243
A857,KIT INSTALADOR GRIFERIA PEIRANO,7798160585064
A855,CAÑO DE BAJADA C/INSERTO,7798160582759
60-020,LAVATORIO CR OVIEDO,7798160580113
60-120,LAVATORIO CR C.CERAM OVIEDO,7798160580168
70-020,BIDE CR OVIEDO,7798160580120
70-120,BIDE CR C.CERAM OVIEDO,7798160580175
80-020,DUCHA EMB. C/TRANSF. CR OVIEDO,7798160580137
80-120,DUCHA EMB. C/TRANSF. CR C.CERAM OVIEDO,7798160580182
81-020,DUCHA EMB. S/TRANSF. CR OVIEDO,7798160580144
81-120,DUCHA EMB. S/TRANSF. CR C.CERAM OVIEDO,7798160580199
83-020,DUCHA EXT. C/TRANSF. CR OVIEDO,7798160580151
83-120,DUCHA EXT. C/TRANSF. CR C.CERAM OVIEDO,7798160580205
A847,VOLANTE RODA CRUZ COMPLETO,7798160582599
A848,VOLANTE RODA LEVER COMPLETO,7798160582605
A849,VOLANTE TRANSF. RODA LEVER COMPLETO,7798160582612
A842,DUCHADOR ANTICALCAREO 5 FUNCIONES C/SOPORTE Y FLEX,7798160580090
A843,"DUCHADOR ANTICALCAREO 5F C/BARRAL,SOP,FLEX,JABONER",7798160580106
944CR/S,JGO COC.PARED EMB.CR S/PICO ARES,7798160580052
947/S,JGO.COC.PARED EMB. CR S/PICO MURCIA,7798160580069
56-002/S,COCINA P/PARED EMB S/PICO RENACER,7798160580076
62-119,LAVATORIO P/PARED CR C.CERAM RODA LEVER,7798160580045
60-119,LAVATORIO CR C.CERAM RODA LEVER,7798160580014
70-119,BIDE CR C.CERAM RODA LEVER,7798160580021
80-119,DUCHA EMB. C/TRANSF. CR C.CERAM RODA LEVER,7798160580038
60-118,LAVATORIO CR C.CERAM RODA,7798077389427
62-118,LAVATORIO P/PARED CR C.CERAM RODA,7798077389793
70-118,BIDE CR C.CERAM RODA,7798077389489
80-118,DUCHA EMB. C/TRANSF. CR C.CERAM RODA,7798077389786
3005,SET DE 5 PIEZAS LINEA 3000,7798077389199
3006,SET DE 6 PIEZAS LINEA 3000,7798077389182
A819,DUCHADOR ANTICALCAREO C/FLEXIBLE Y SOPORTE,7798077389168
60-016,LAVATORIO CR STD BILBAO,7798077389137
70-016,BIDE CR STD BILBAO,7798077389144
80-016,DUCHA EMB. C/TRANSF. CR STD BILBAO,7798077389151
A820,ARANDELA PLANA P/ASIENTO AIREADOR C/BUJE (2),7798077388987
A821,TEE CONEXION LAVATORIO PLASTICA,7798077388994
A822,ARANDELA PLASTICA 3/4 (2),7798077389007
A823,TUERCA SUJECION POLIAMIDA 1/2 (2),7798077389014
A824,TUERCA SUJECION POLIAMIDA 3/4 (2),7798077389021
A825,ARANDELA PLASTICA 1/2 (2),7798077389038
A826,JUNTA CONICA GRANDE P/TRANSF. BIDE (2),7798077389045
A827,JUNTA CONICA CHICA P/CONEX LAV-BIDE (2),7798077389052
A828,JUNTA DE GOMA ROTULA FLOR DE DUCHA (2),7798077389069
A829,O'RING 115 P/CUERPO DE CABEZAL (6),7798077389076
A830,O'RING 112 P/PICO CAÑO Y P.FUNDIDO MSDA (2),7798077389083
A831,O'RING 113 P/TEE LAVATORIO (2),7798077389090
A832,GUARNICION MONOCOMANDO (2),7798077389113
A833,GUARNICION MONOCOMANDO (1),7798077389120
60-014,LAVATORIO CR MORA STD,7798077388895
60-015,LAVATORIO PERLADO/CR MORA STD,7798077388925
70-014,BIDE CR MORA STD,7798077388901
70-015,BIDE PERLADO/CR MORA STD,7798077388932
80-014,DUCHA EMB. C/TRANSF. CR MORA STD,7798077388918
80-015,DUCHA EMB. C/TRANSF. PERLADO/CR STD MORA,7798077388949
83-014,DUCHA EXT. C/TANSF. CR MORA STD,7798077388956
83-015,DUCHA EXT. C/TRANSF. PERLADO/CR STD MORA,7798077388970
20-113,MONOCOMANDO MSDA LEVA LATERAL P.FUNDIDO CR FLUSH,7798077388888
60-112,LAVATORIO CR MONOCOMANDO SEVILLA,7798077387263
70-112,BIDE CR MONOCOMANDO SEVILLA,7798077387270
80-112,DUCHA EMB C/TRANSF. CR MONOC SEVILLA,7798077387287
A818C,VOLANTE COMPLETO VERIN CR,7798077388840
A813,DUCHA C/BRAZO Y CAMPANA CR 3 FUNCIONES,7798077388796
A814,DUCHA C/BRAZO Y CAMPANA CR,7798077388802
A815,"DUCHA 8"" C/BRAZO Y CAMPANA CR",7798077388819
A816,"DUCHA 6"" C/BRAZO Y CAMPANA CR",7798077388826
A780,CAMPANA C/SUJETA CAMPANA CUENCA LEVER COMPLETO,7798077388789
A748O,CONJ. BRAZO Y FLOR DE DUCHA BURGOS CR/ORO COMPLETA,7798077388772
212/CR,LAVATORIO BILBAO CR/CR. C.CERAMICO,7798077388741
312/CR,BIDET BILBAO CR/CR C.CERAMICO,7798077388758
432/CR,DUCHA EMB. C/TRANSF. CR/CR BILBAO C.CERAM,7798077388765
31-011,CANILLA DE PARED P.ALTO BL/CR VERIN,7798077388659
32-011,CANILLA DE PARED P.BAJO BL/CR VERIN,7798077388666
33-011,CANILLA MESADA BL/CR VERIN,7798077388673
40-011,JUEGO LAVARROPA BL/CR VERIN,7798077388680
51-011,COCINA MESADA BL/CR VERIN,7798077388697
53-011,COCINA PARED EXT. P.ALTO BL/CR VERIN,7798077388703
55-011,COCINA PARED EMB. P.ALTO BL/CR VERIN,7798077388710
56-011,COCINA PARED EMB. P.BAJO BL/CR VERIN,7798077388727
60-011,LAVATORIO BL/CR VERIN,7798077388185
70-011,BIDE BL/CR VERIN,7798077388192
80-011,DUCHA EMB. C/TANSF. BL/CR VERIN,7798077388628
81-011,DUCHA EMB. S/TANSF. BL/CR VERIN,7798077388635
83-011,DUCHA EXT. C/TRANSF. BL/CR VERIN,7798077388642
90-011,PACK GRIF. BL/CR VERIN (Lavatorio-Bide-Ducha c/t),7798077388734
62-107,LAVATORIO PARED EMB CR.C.CERAM BEDIA,7798077388178
50-104,MESADA P.FUNDIDO CR C.CERAM EUROPEA,7798077388161
984/CRC,JGO PARED EXT CR P. FUNDIDO CCERAM ARES,7798077388109
985,JGO PARED EXT CR P.FUNDIDO MURCIA,7798077388116
1630,CONEXION FLEXIBLE MH 1/2X30 APROBADO (2),7798077388123
1635,CONEXION FLEXIBLE MH 1/2X35 APROBADO (2),7798077388130
1640,CONEXION FLEXIBLE MH 1/2X40 APROBADO (2),7798077388147
1650,CONEXION FLEXIBLE MH 1/2X50 APROBADO (2),7798077388154
U650,CAMPANA CONICA P/JUEGOS EXT. Y MESADAS,7798160582698
468/4,DUCHA EMB S/TR PERLADO CERM KEOPS4,7798077389762
472/L,DUCHA EXT C/TRANSF. CR LEVA C.CERAM CUENCA,7798077386334
A773P,CAMPANA C/BUJE ARES/MURCIA PERLADO,7798077386891
A775C,CAMPANA C/SUJETCAMP CELEB/KEOPS CROMO COMPLETA,7798077386907
A775P,CAMPANA C/SUJETACAMP KEOPS PERLADO COMPLETO,7798077386945
A777,CAMPANA C/SUJETACAMP BURGOS COMPLETA,7798077386976
A779,CAMPANA C/SUJETA CAMPANA CUENCA COMPLETO,7798077386990
A781C,CAMPANA C/SUJETACAMP. COUREL Y LEVER COMPL.,7798077387379
A781P,CAMPANA C/SUJETACAMP. COUREL Y LEVER PERLADO,7798077387386
A787C,VOLANTE MORA CROMO COMPLETO REPUESTO,7798077386488
814/CRC,MESADA P.FUNDIDO CR/CR C.CERAM. ARES,7798077386327
A797,LLAVE P/CORTACHORRO Y CABEZALES,7798077388079
A770C,no usar pasa a A818 VOLANTE DIQUE COMPLETO,7798077386266
A787P,,
A789,VOLANTE CUENCA (LEVA) COMPLETO,7798077386761
A791C,VOLANTE COUREL (LEVA) CROMO COMPLETO,7798077386792
A791P,VOLANTE COUREL (LEVA) PERLADO COMPLETO,7798077386808
A793,CONJ. BRAZO Y FLOR DE DUCHA MORA CROMO COMPLETO,7798077387584
A795C,MANIJA Y TORNILLO P/LLAVE DE GAS CROMO,7798077388017
A795Z,MANIJA Y TORNILLO P/LLAVE DE GAS BRONCE,7798077388024
814/CR,MESADA P.FUNDIDO CR/CR ARES,7798077386310
464/C,DUCHA EMB. S/TRANSF. CR C.CERAM CELEBRITY,7798077388406
50-001,COCINA MESADA P/FUNDIDO CROMO Y,7798115110242
746,JGO.P/LAVARROPA PERLADO MURCIA,7798077382961
30-002,CANILLA LAVATORIO UN AGUA RENACER,7798115110143
34-002,CANILLA LAVARROPA RENACER,7798115110181
52-002,COCINA PARED EXTERIOR P/FUNDIDO RENACER,7798115110099
39-006,LLAVE DE PASO 3/4 CR MILENIO,7798115112352
31-010,CANILLA DE PARED P.ALTO BL/CR LORCA,7798077386136
32-010,CANILLA DE PARED P.BAJO BL/CR LORCA,7798077386143
62-008,LAVATORIO PARED EMB. CR C.CERAM MORA,7798077385931
62-009,LAVATORIO PARED EMB. PERL/CR C.CERAM MORA,7798077385955
81-008,DUCHA EMB. S/TRANSF. CR C.CERAM MORA,7798077385948
81-009,DUCHA EMB. S/TRANSF. PERL/CR C.CERAM MORA,7798077385962
33-010,CANILLA MESADA BL/CR LORCA,7798077386150
40-010,JUEGO LAVARROPAS BL/CR LORCA,7798077386082
51-010,COCINA MESADA BL/CR LORCA,7798077386099
53-010,COCINA PARED EXT. P.ALTO BL/CR LORCA,7798077386105
55-010,COCINA PARED EMB. P.ALTO BL/CR LORCA,7798077386112
56-010,COCINA PARED EMB. P.BAJO BL/CR LORCA,7798077386129
60-010,LAVATORIO BL/CR LORCA,7798077385979
70-010,BIDE BL/CR LORCA,7798077385986
80-010,DUCHA EMB. C/TRANSF. BL/CR LORCA,7798077385993
81-010,DUCHA EMB. S/TRANSF. BL/CR LORCA,7798077386006
83-010,DUCHA EXT. C/TRANSF. BL/CR LORCA,7798077386075
90-010,PACK GRIF.BL/CR LORCA (Lavatorio-Bide-Ducha c/t),7798077386167
A019,SOPORTE P/DUCHADOR CROMO,7798077380424
G020,TUERCA HEXAGONAL LATON PULIDA Y CR P/JGO EXTERIOR,7798160583336
G030,NIPLE IZQUIERDO P/TUERCA DE CONEXION,7798115114059
116/1,LLAVE DE PASO 1/2 LORCA,7798077386174
116/2,LLAVE DE PASO 3/4 LORCA,7798077386181
220/L,LAVATORIO CR C.CERAM. COUREL LEVER,7798077384996
220/PL,LAVATORIO PERLADO C.CERAM. COUREL LEVER,7798077385184
230/L,LAVATORIO PARED CR C.CERAM COUREL LEVER,7798077385177
230/PL,LAVATORIO PARED PERL C.CERAM COUREL LEVER,7798077385214
320/L,BIDE CR C.CERAM. COUREL LEVER,7798077385009
320/PL,BIDE PERLADO C.CERAM. COUREL LEVER,7798077385191
430/L,DUCHA EMB. C/TANSF. CR C.CERAM COUREL LEVER,7798077385160
430/PL,DUCHA EMB. C/TANSF. PERL C.CERAM COUREL LEVER,7798077385207
655/CR,CANILLA MESADA CROMO MEDEA,7798077385351
765/CR,JUEGO LAVARROPAS CROMO MEDEA,7798077385375
90-050/CR,PACK GRIF. CROMO MEDEA (Lavatorio-Bide-Ducha c/t),7798077385368
936/CR,COCINA PARED EXT. P.ALTO CR MEDEA,7798077385399
965/CR,COCINA PARED EMB. P. ALTO CR MEDEA,7798077385405
966/CR,COCINA PARED EMB.P. BAJO CR MEDEA,7798077385412
60-008,LAVATORIO CR C.CERAM. MORA,7798077384743
60-009,LAVATORIO PERLADO/CR C.CERAM MORA,7798077384798
70-008,BIDE CR C.CERAM. MORA,7798077384774
70-009,BIDE PERLADO/CR C.CERAM MORA,7798077384934
80-008,DUCHA EMB. C/TRANSF. C.CERAM CR MORA,7798077384781
80-009,DUCHA EMB. C/TRANSF. PERLADO/CR C.CERAM MORA,7798077384989
948,JGO. COC. PARED EMB. PERLADO MURCIA,7798077385276
A017,DUCHADOR CROMO,7798077380400
A713,CHAPA CUBRE AGUJERO MONOCOMANDO COCINA,7798077386280
115/1,LLAVE DE PASO 1/2 MEDEA,7798077385429
115/2,LLAVE DE PASO 3/4 MEDEA,7798077385436
130/1,LLAVE DE PASO CR 1/2 BURGOS,7798077385443
130/2,LLAVE DE PASO CR 3/4 BURGOS,7798077385450
131/1,LLAVE DE PASO 1/2 CR/ORO BURGOS,7798077385467
131/2,LLAVE DE PASO 3/4 CR/ORO BURGOS,7798077385474
134/1,LLAVE DE PASO 1/2 CR BURGOS 4,7798077385481
134/2,LLAVE DE PASO 3/4 CR BURGOS 4,7798077385498
135/1,LLAVE DE PASO 1/2 CR/ORO BURGOS 4,7798077385504
135/2,LLAVE DE PASO 3/4 CR/ORO BURGOS 4,7798077385511
140/1,LLAVE DE PASO CR 1/2 CUENCA,7798077385528
140/2,LLAVE DE PASO CR 3/4 CUENCA,7798077385535
141/1,LLAVE DE PASO CR 1/2 CUENCA LEVER,7798077385542
141/2,LLAVE DE PASO CR 3/4 CUENCA LEVER,7798077385559
145/1,LLAVE DE PASO 1/2 PERLADO/ORO ARES,7798077385566
145/2,LLAVE DE PASO 3/4 PERLADO/ORO ARES,7798077385573
146/1,LLAVE DE PASO 1/2 CR/ORO ARES,7798077385580
146/2,LLAVE DE PASO 3/4 CR/ORO ARES,7798077385597
147/1,LLAVE DE PASO 1/2 CR ARES,7798077385603
147/2,LLAVE DE PASO 3/4 CR ARES,7798077385610
148/1,LLAVE DE PASO STD 1/2 PERLADO/ORO CELEBRITY,7798077385627
148/2,LLAVE DE PASO STD 3/4 PERLADO/ORO CELEBRITY,7798077385634
149/1,LLAVE DE PASO CR/ORO 1/2 CELEBRITY,7798077385641
149/2,LLAVE DE PASO CR/ORO 3/4 CELEBRITY,7798077385658
154/2,LLAVE DE PASO STD CR 3/4 CELEBRITY,7798077385665
156/2,LLAVE DE PASO STD PERLADO 3/4 MURCIA,7798077385696
159/2,LLAVE DE PASO STD 3/4 LAZA,7798077385726
161/1,LLAVE DE PASO PERLADO 1/2 COUREL,7798077385757
161/2,LLAVE DE PASO PERLADO 3/4 COUREL,7798077385764
162/1,LLAVE DE PASO CR 1/2 COUREL LEVER,7798077385771
162/2,LLAVE DE PASO CR 3/4 COUREL LEVER,7798077385788
163/1,LLAVE DE PASO PERLADO 1/2 COUREL LEVER,7798077385795
163/2,LLAVE DE PASO PERLADO 3/4 COUREL LEVER,7798077385856
164/2,LLAVE DE PASO 3/4 BL/CR ARES,7798077385863
168/1,LLAVE DE PASO 1/2 PERLADO STD KEOPS 4,7798077381759
168/2,LLAVE DE PASO 3/4 STD PERLADO KEOPS 4,7798077381773
38-008,LLAVE DE PASO CR 1/2 MORA,7798077385870
38-107,LLAVE DE PASO 1/2 CR BEDIA,7798077385887
38-108,LLAVE DE PASO PERLADO/CR 1/2 MORA,7798077385894
39-008,LLAVE DE PASO CR 3/4 MORA,7798077385900
39-107,LLAVE DE PASO 3/4 CR BEDIA,7798077385917
39-108,LLAVE DE PASO PERLADO/CR 3/4 MORA,7798077385924
A032,FLEXIBLE P/CONEXION BIDET,7798160582766
A018,FLEXIBLE DUCHADOR CROMO,7798077380417
S008,"TORNILLO ACERO INOXIDABLE M4-0,7x10 MM",7798160583275
A5029,VOLANTE CROMO Y COMPLETO,7798077386389
A5048P,CONJ. BRAZO Y FLOR DE DUCHA COUREL PERLADO COMPL.,7798077387850
A704CRO,VOLANTE ARES CROMO/ORO COMPLETO,7798077386419
A704PO,VOLANTE ARES-CELEBRITY PERLADO/ORO COMPLETO,7798077386426
A706P,VOLANTE MURCIA/KEOPS4 PERLADO COMPLETO,7798077386440
A708C,VOLANTE KEOPS (LEVA) CROMO COMPLETO,7798077386501
A708P,VOLANTE KEOPS (LEVA) PERLADO COMPLETO,7798077386716
A710C,VOLANTE TRANSFERENCIA KEOPS CROMO COMPLETO,7798077386723
A710P,VOLANTE TRANSFERENCIA KEOPS PERLADO COMPLETO,7798077386730
A712B,VOLANTE LUGO COMPLETO,7798077386273
A712C,VOLANTE DIQUE COMPLETO,7798077386372
A717C,VOLANTE COUREL CROMO COMPLETO,7798077386778
A717P,VOLANTE COUREL PERLADO COMPLETO,7798077386785
U029C,TAPA CHICA CROMO P/VOLANTE,7798077386822
U029O,TAPA CHICA ORO P/VOLANTE,7798077386839
U200C,MANIJA P/LLAVE DE GAS CROMO,7798077386259
U200Z,MANIJA P/LLAVE DE GAS BRONCE,7798077386303
U211,CAMPANA P/LLAVE DE GAS,7798077386228
A5048C,CONJ. BRAZO Y FLOR DE DUCHA COUREL CROMO COMPL,7798077387843
A719O,CONJ. BRAZO Y FLOR DE DUCHA CELEBRITY ORO COMPLETA,7798077387805
A737B,CONJ. BRAZO Y FLOR DE DUCHA ABS BLANCO,7798077386235
A748,CONJ. BRAZO Y FLOR DE DUCHA BURGOS CR COMPLETA,7798077387829
A761,CAMPANA Y EXENTRICO P/DUCHA Y COCINA EXTERIOR ABS,7798077389175
1530,CONEXION FLEXIBLE MH 1/2X30 (10) APROBADO AENOR,7798077384705
1535,CONEXION FLEXIBLE MH 1/2X35 (10) APROBADO AENOR,7798077384712
1540,CONEXION FLEXIBLE MH 1/2X40 (10) APROBADO AENOR,7798077384729
